utt_id,speaker_id,wav_path,label,split,duration,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,rms_mean,rms_std,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,f0_mean,f0_std,voiced_ratio
03-01-03-01-01-01-06,6,data/raw/Actor_06/03-01-03-01-01-01-06.wav,happy,train,3.537,-464.4809875,59.20596313,70.09918976,39.18120956,-64.35996246,43.05182266,17.62721252,26.18649483,-35.73579407,19.55365372,-25.73505974,15.66078854,-30.95261765,14.97199345,-15.78603935,11.49466801,0.375726104,16.72750473,-21.41951942,11.57419682,-7.722770214,13.14389992,-12.13885498,12.69546032,-12.98681355,6.974327087,0.007360863,0.004516944,0.122121711,0.054729297,1762.672234,642.9825011,1392.425433,365.6656334,3175.575658,1142.0699,255.1390876,46.49376136,0.842105263
03-01-03-01-01-02-06,6,data/raw/Actor_06/03-01-03-01-01-02-06.wav,happy,train,3.604,-443.1585388,65.01912689,47.82164764,36.56179047,-77.22561646,34.42931747,16.68209839,30.579422,-37.09095764,24.69871712,-27.21849251,13.80212688,-29.21036148,18.66118813,-23.48897552,12.87393188,3.159440041,17.48318672,-22.74623299,11.06818199,-5.060001373,14.24996376,-13.9200325,14.36019802,-19.31487846,9.76670742,0.009761311,0.006248819,0.162391663,0.067423811,2008.76576,621.2246903,1426.727378,364.3861785,3633.178711,1299.668893,268.9654929,52.26320534,0.84375
03-01-03-01-02-01-06,6,data/raw/Actor_06/03-01-03-01-02-01-06.wav,happy,train,3.47,-453.909729,79.8622818,54.04655457,41.93663788,-60.99692917,48.94298553,6.833226204,31.07780266,-36.38957977,26.17352295,-29.97702408,15.72655487,-37.15785217,18.46627617,-25.84448051,13.33110142,-1.493366361,17.88579178,-23.31280136,10.73082447,-6.617937088,12.32839775,-12.53676987,17.51358414,-21.49634743,8.028455734,0.007597284,0.004158156,0.163142278,0.103930641,2054.327755,918.9334352,1559.466043,480.2620803,3856.820913,1470.066188,248.1767117,44.02722944,0.942307692
03-01-03-01-02-02-06,6,data/raw/Actor_06/03-01-03-01-02-02-06.wav,happy,train,3.437,-445.8559265,69.11080933,64.70029449,43.19681549,-56.76410675,49.27068329,12.65699768,32.19168091,-32.78129959,26.16977119,-28.43900871,15.11715508,-31.19389725,16.79016495,-28.07982254,9.376400948,0.182869822,17.3640728,-18.20358276,10.4818716,-10.12103844,11.78153801,-12.67664623,14.61767864,-17.9642067,7.91003561,0.009503745,0.007586256,0.150045956,0.093308865,1889.890035,811.7897209,1486.307704,512.8382039,3443.474265,1517.479936,264.6925953,34.8063277,0.823529412
03-01-03-02-01-01-06,6,data/raw/Actor_06/03-01-03-02-01-01-06.wav,happy,train,3.503,-307.2558899,75.67311859,-0.64475286,22.88267708,-81.12162781,39.64717865,-4.511771679,26.2496891,-29.34576035,23.57470512,-43.23084259,18.45099831,-22.4091568,17.79685783,-23.60057068,17.48182678,4.961266518,17.11051369,10.40694332,24.90279007,28.59964752,26.780159,32.6206398,22.69000435,0.943792224,25.06844521,0.050657533,0.033098206,0.186058783,0.049696044,2253.252709,518.2069477,1599.926303,335.87903,3927.041331,1305.515679,629.899583,46.87217669,0.709677419
03-01-03-02-01-02-06,6,data/raw/Actor_06/03-01-03-02-01-02-06.wav,happy,train,3.47,-310.9342041,68.10254669,-3.066584349,26.91688728,-78.21181488,46.2243042,-5.860773563,28.11142731,-31.41573143,18.54118729,-36.40319443,15.08034897,-23.1657505,21.29899597,-28.03464699,21.01224136,-5.827806473,13.76211071,-12.4038372,12.7553463,7.906091213,21.75545311,31.1553936,21.92899704,23.21352386,29.46508026,0.045560889,0.029195236,0.225554435,0.082533038,2425.968647,770.1832786,1577.77368,308.1970592,3986.517137,1278.565035,597.464562,127.546407,0.774193548
03-01-03-02-02-01-06,6,data/raw/Actor_06/03-01-03-02-02-01-06.wav,happy,train,3.57,-306.0125732,76.93089294,1.530061841,28.85706711,-93.67939758,44.37400818,-6.062660694,31.79974556,-39.5510788,20.81939888,-36.69829559,14.38492775,-30.19947624,19.30828476,-29.12114906,14.88574696,-2.950784445,16.15213585,-14.37500477,17.5921917,16.66335869,21.51839638,29.84865189,22.43570137,30.36820793,27.49333954,0.049208254,0.027148807,0.195204913,0.050535965,2138.652608,358.1322159,1466.390724,314.3843258,3669.888771,850.3663915,553.1662549,39.86246305,0.694915254
03-01-03-02-02-02-06,6,data/raw/Actor_06/03-01-03-02-02-02-06.wav,happy,train,3.604,-287.3169861,75.90647888,9.866494179,28.53389549,-91.12071991,44.52531052,-8.169329643,24.52651024,-40.00624466,17.58076859,-38.89189911,18.06233597,-26.79498863,23.24362564,-27.94513893,11.5668602,-1.135902166,16.89144707,-15.97966003,14.72651577,14.92363453,19.58780098,26.70145988,20.88496017,30.76188087,26.01098442,0.060674138,0.032160643,0.179260254,0.069492405,2077.741771,475.0703031,1473.604,401.7715634,3536.272321,1151.030604,537.7179441,92.91844433,0.910714286
03-01-04-01-01-01-06,6,data/raw/Actor_06/03-01-04-01-01-01-06.wav,sad,train,3.57,-603.1157837,73.70993042,71.29632568,51.77769852,-9.838920593,30.74829865,11.61023617,28.19301796,-7.229769707,19.7471447,-19.64210892,17.77635956,-28.44940186,13.98297691,-10.59013557,12.94836903,-7.428430557,15.35540962,-4.886638641,7.063374043,-12.16260815,8.959753036,-6.478048325,11.55667305,-11.47245407,6.727269173,0.001966976,0.001031499,0.130606816,0.099047922,1790.164223,1037.452082,1616.635011,438.5958872,3197.737069,1750.869434,227.7627431,18.41187549,0.948275862
03-01-04-01-01-02-06,6,data/raw/Actor_06/03-01-04-01-01-02-06.wav,sad,train,3.604,-629.8359985,92.69087219,60.67019272,57.08386993,-17.07761002,27.14985657,20.8045845,31.24677658,-12.71269226,18.97501945,-21.25069618,15.83441734,-23.46515846,14.56368637,-9.40248394,14.6683321,-5.98268795,14.92373466,-9.246031761,7.051324368,-11.09935665,9.717694283,-2.093004465,11.74288559,-10.61627865,6.646877289,0.001697337,0.001213423,0.178605363,0.16542439,1905.074359,1000.284118,1556.663193,378.8260827,3330.447635,1632.812363,515.74311,626.9988944,0.878378378
03-01-04-01-02-01-06,6,data/raw/Actor_06/03-01-04-01-02-01-06.wav,sad,train,3.47,-547.9100342,67.83347321,74.22779846,52.79584503,-21.39863586,40.05182266,2.03507638,26.96003342,-19.88900948,21.64019394,-26.0391674,14.66315174,-32.95856094,14.32826805,-21.15631866,12.7406435,-8.793616295,15.32382679,-14.29939938,7.231271267,-9.005473137,12.63981819,-11.52512074,12.98658752,-16.64381981,8.038083076,0.003936443,0.002630892,0.136926722,0.133357196,1728.933827,1086.798722,1531.884081,493.1519882,3153.356481,1768.397462,236.6855731,25.82814541,0.944444444
03-01-04-01-02-02-06,6,data/raw/Actor_06/03-01-04-01-02-02-06.wav,sad,train,3.437,-574.0171509,65.02035522,75.77003479,49.5134964,-18.39555931,36.69021606,6.971367359,27.61846733,-13.93587589,18.52664757,-26.80301666,16.24164009,-31.089077,14.17031288,-18.47860527,10.50862312,-9.163032532,12.90378571,-12.70663548,7.348890781,-9.969525337,10.65188503,-8.950401306,11.82958126,-15.03831768,5.240539074,0.003105114,0.001487297,0.121057581,0.13828471,1652.840015,1088.50823,1520.034981,444.5330147,2991.753472,1703.271273,227.6931679,19.30468569,1
03-01-04-02-01-01-06,6,data/raw/Actor_06/03-01-04-02-01-01-06.wav,sad,train,4.204,-401.6147461,87.84738922,5.565218925,31.59127808,-57.34089661,41.59941101,16.77176666,23.5088253,-28.54218102,16.2002182,-17.61578178,13.66278648,-13.26227665,19.37048531,-21.69428825,15.96406174,9.017432213,18.88783455,-15.58546162,14.4946146,3.631436825,24.36335754,8.517044067,23.83186531,6.090148926,19.36636353,0.016708218,0.01322095,0.243868741,0.088507317,2535.806494,740.2668354,1585.992761,338.2678525,4305.930398,1197.25238,490.0650429,70.35195683,0.806818182
03-01-04-02-01-02-06,6,data/raw/Actor_06/03-01-04-02-01-02-06.wav,sad,train,4.104,-642.8206177,155.1929626,32.99925232,47.74581146,-21.75366974,32.63257217,7.968316555,29.3474369,-20.87680435,21.77464867,-15.42675972,19.60119629,-19.41221428,21.20283127,-13.38088417,15.86192989,4.404461384,12.80653286,-5.613162041,12.3783493,-2.775197268,10.89605522,2.115130663,10.38567352,-0.457268596,10.12529564,0.001480574,0.001580057,0.23406343,0.152033834,2443.232571,1160.603927,1729.26137,515.2148356,4312.202381,1765.245338,921.2262711,634.4217925,0.542857143
03-01-04-02-02-01-06,6,data/raw/Actor_06/03-01-04-02-02-01-06.wav,sad,train,4.605,-395.0524902,112.2894592,31.27881813,51.25571442,-36.55075455,37.48212051,1.12259376,27.50897217,-29.23578835,20.75801659,-16.5793457,14.29323769,-19.92933655,14.56875801,-17.16147995,14.92217636,-0.847716689,13.30773354,-19.43785095,14.76760006,-10.58948517,14.17479992,7.13888216,14.61271858,9.593530655,19.85528564,0.012637413,0.01330694,0.24058813,0.134900982,2511.609159,1025.575326,1712.458404,364.7787724,4293.686224,1566.269304,480.2603401,38.68686827,0.62244898
03-01-04-02-02-02-06,6,data/raw/Actor_06/03-01-04-02-02-02-06.wav,sad,train,4.037,-459.1399536,72.899086,20.33133125,51.88299561,-46.27894592,36.14484024,10.40574551,26.0423584,-32.53328705,23.5942955,-32.28890991,14.04887104,-26.26898384,17.30132866,-26.54126167,15.0581646,10.21141148,13.9606514,-20.09935951,9.695062637,-3.375521421,20.05643082,-3.211603642,22.35043335,-11.25002003,8.380096436,0.006859637,0.005433542,0.238987135,0.140195261,2583.804183,969.0064033,1711.747122,354.9549008,4478.175951,1501.937958,684.1781362,564.6612986,0.826086957
03-01-05-01-01-01-06,6,data/raw/Actor_06/03-01-05-01-01-01-06.wav,angry,train,3.77,-450.6063843,81.33397675,58.75728226,60.67726898,-30.54086494,44.86856079,5.410608768,37.95437241,-22.44345093,22.83478546,-17.09229088,19.31580162,-21.13013077,18.21071053,-16.69537735,11.40506172,-4.704546928,13.51895142,-12.79428196,10.60374928,-8.671193123,9.355897903,-7.562148094,11.30264282,-13.9022398,9.993139267,0.007440898,0.00413139,0.150472005,0.095414919,2046.133562,1089.281906,1533.781863,482.9303959,3481.901042,1811.61498,257.3078854,44.3013311,0.85
03-01-05-01-01-02-06,6,data/raw/Actor_06/03-01-05-01-01-02-06.wav,angry,train,3.971,-465.0899048,92.13521576,57.44155884,66.81972504,-20.4265995,39.32167435,17.43701553,33.46419907,-22.21251678,23.56111336,-15.75728703,18.54725266,-21.41093636,15.9279108,-17.03092384,10.63186741,-2.228234768,13.08812332,-7.294911861,11.33923054,-8.298556328,9.550130844,-8.096180916,11.7597723,-8.425980568,8.603516579,0.007196828,0.004819737,0.169941941,0.113045093,2129.17501,1133.331413,1537.689822,454.2330922,3585.723459,1838.980952,268.4987983,47.76862239,0.726027397
03-01-05-01-02-01-06,6,data/raw/Actor_06/03-01-05-01-02-01-06.wav,angry,train,4.204,-432.5700378,73.16413116,57.82017899,61.49001694,-35.89415359,52.15204239,-1.19974196,37.37687683,-32.62229919,32.34261703,-24.7414856,15.98811531,-23.03663635,17.78132629,-22.63811684,10.72932911,-3.620450735,14.34372044,-13.90534973,12.72670746,-7.721605301,10.36362076,-12.31159592,12.27580547,-11.3730154,10.74620819,0.010562213,0.00716638,0.176665435,0.174840398,2166.551901,1399.861969,1509.626976,483.3352188,3620.565878,1930.296521,263.7092516,28.22413624,0.756756757
03-01-05-01-02-02-06,6,data/raw/Actor_06/03-01-05-01-02-02-06.wav,angry,train,3.904,-414.6139832,71.45684052,49.83443451,56.35903549,-26.98096848,45.74866104,-1.512999177,38.13733673,-27.62964821,32.97196198,-22.26216698,12.65014553,-18.2875061,18.57237053,-23.32258034,11.75396919,-4.246638298,14.14873314,-10.42457581,14.19684029,-8.663388252,8.212902069,-11.0310936,11.54641438,-10.07021141,10.41411972,0.013880374,0.011454434,0.18618312,0.17180527,2199.174701,1287.680208,1612.987967,479.6729798,3773.555871,1890.127234,271.5577563,19.59041458,0.803030303
03-01-05-02-01-01-06,6,data/raw/Actor_06/03-01-05-02-01-01-06.wav,angry,train,4.104,-200.4429626,85.60037231,27.95392227,39.38837814,-84.14958954,41.64713287,-13.42443848,28.78866768,-42.04623413,24.62622261,-20.79181099,14.91576004,-22.06206322,20.43418884,-23.27961349,15.88869095,4.764175415,18.95178986,0.987510681,19.15270996,19.7338028,23.57481766,19.82356644,17.31463814,7.732282162,19.26942635,0.130665809,0.0881842,0.181856864,0.055449591,2111.438762,640.2770104,1439.893791,320.9173875,3538.616071,1143.012794,622.3654016,80.79374732,0.871428571
03-01-05-02-01-02-06,6,data/raw/Actor_06/03-01-05-02-01-02-06.wav,angry,train,4.204,-204.3667908,83.70153046,22.59496498,42.82992172,-75.25865173,49.8723793,-9.16137886,26.82454872,-38.05887222,27.02066612,-17.54453659,16.53781319,-20.30063057,18.02538872,-20.58763313,20.14147758,-3.084862709,20.71357918,0.75111413,16.32714462,16.85510254,22.60997009,19.79491234,21.48361397,11.02292061,21.86790085,0.118409902,0.07528805,0.19905153,0.066902231,2233.284908,757.1195716,1491.827431,370.2615655,3787.350171,1183.046951,597.7490967,74.84153981,0.849315068
03-01-05-02-02-01-06,6,data/raw/Actor_06/03-01-05-02-02-01-06.wav,angry,train,4.438,-240.7629089,78.42294312,26.03261566,39.20660782,-65.80323792,51.09105682,-13.80510616,28.04818153,-41.69647217,26.70683861,-21.55653572,20.07814407,-16.8497963,22.29376793,-27.57853317,13.3365097,-0.302952141,17.48414803,-14.83470058,14.68698215,-3.176428556,21.54870796,3.920326471,21.43652153,12.30927563,21.63901329,0.096940279,0.067828238,0.196944074,0.111369388,2193.887067,764.9996672,1574.768273,437.6891816,3887.004573,1299.969559,523.5397877,96.37220744,0.902439024
03-01-05-02-02-02-06,6,data/raw/Actor_06/03-01-05-02-02-02-06.wav,angry,train,4.471,-262.3352661,80.84148407,20.96457672,41.10655594,-64.47930908,49.25041962,-7.080357075,33.07624054,-40.78982162,30.92471123,-13.97922516,21.1012001,-17.6139679,19.85566139,-27.17889786,14.8829813,-6.041846752,14.48556423,-15.91919804,12.20506382,-0.78902638,17.45337486,16.00699806,23.62083817,27.57969475,27.98885155,0.09409216,0.066625215,0.203293789,0.108557149,2180.086214,816.5817849,1522.630308,455.783811,3837.770062,1353.250598,540.1051142,89.51248285,0.938271605
03-01-03-01-01-01-07,7,data/raw/Actor_07/03-01-03-01-01-01-07.wav,happy,train,3.503,-479.5274353,85.74287415,99.28457642,49.21767807,-17.72356606,34.72829056,35.00041199,28.38701439,-6.458658695,32.18901062,-10.40009975,16.64664459,-20.32264519,17.58253098,-4.574027061,12.98370266,2.232986689,15.88688755,-7.665429592,11.20421314,-2.11956811,10.46920872,5.006330967,8.035624504,-13.13497448,10.70337677,0.004051127,0.001994421,0.121209162,0.073159219,1725.708956,916.8405392,1522.628563,416.5361543,3252.698864,1504.396388,118.7742668,17.52403774,0.836363636
03-01-03-01-01-02-07,7,data/raw/Actor_07/03-01-03-01-01-02-07.wav,happy,train,3.47,-440.8951416,75.30532074,98.47788239,48.40405273,-19.51350594,32.60520172,34.76029968,28.44511604,-12.10095787,32.65459824,-12.78151894,17.85762787,-22.11302185,16.86088562,-3.24481535,12.81603909,-7.682142258,14.44237041,-13.50084305,12.4456892,-3.209902525,11.9334631,-0.087841526,9.163647652,-11.049366,11.25415134,0.007197729,0.003475653,0.109772859,0.062018345,1598.963879,759.0707253,1485.097483,409.1962203,3019.675926,1426.389941,149.6393177,25.77007732,0.925925926
03-01-03-01-02-01-07,7,data/raw/Actor_07/03-01-03-01-02-01-07.wav,happy,train,3.403,-422.7122803,80.15000153,98.64854431,51.10974121,-22.01921082,35.90338898,21.82139206,26.4462204,-13.50520229,36.26407242,-20.71887398,17.09609413,-28.23124313,17.94442558,-11.95181561,13.27324963,-4.281181812,13.82475567,-14.73527813,12.67595387,-3.721907854,13.16108704,1.421715498,8.602000237,-14.07247066,8.840025902,0.008782983,0.00453409,0.126601563,0.123058114,1670.246382,932.224621,1491.118091,462.2176395,3144.53125,1551.43445,175.0753308,32.9973164,0.82
03-01-03-01-02-02-07,7,data/raw/Actor_07/03-01-03-01-02-02-07.wav,happy,train,3.403,-422.7122803,80.15000153,98.64854431,51.10974121,-22.01921082,35.90338898,21.82139206,26.4462204,-13.50520229,36.26407242,-20.71887398,17.09609413,-28.23124313,17.94442558,-11.95181561,13.27324963,-4.281181812,13.82475567,-14.73527813,12.67595387,-3.721907854,13.16108704,1.421715498,8.602000237,-14.07247066,8.840025902,0.008782983,0.00453409,0.126601563,0.123058114,1670.246382,932.224621,1491.118091,462.2176395,3144.53125,1551.43445,175.0753308,32.9973164,0.82
03-01-03-02-01-01-07,7,data/raw/Actor_07/03-01-03-02-01-01-07.wav,happy,train,4.104,-360.2955933,139.9832458,72.27729797,40.20955658,-25.22583771,33.1521492,18.84729004,29.00120544,-9.578486443,31.39866447,-24.21531296,23.96762276,-14.84563637,17.91371918,-14.86533356,18.5226326,-4.467291355,16.64090919,-6.054247379,10.92276382,-7.634746552,13.78359127,5.289036274,9.55303669,-12.75411797,14.91966152,0.023412304,0.015420127,0.112174479,0.072314173,1744.34631,770.6483809,1615.854393,376.5414423,3272.222222,1352.404659,211.6527429,19.11611448,0.4
03-01-03-02-01-02-07,7,data/raw/Actor_07/03-01-03-02-01-02-07.wav,happy,train,4.037,-294.6574097,89.47270966,67.98300171,45.32120895,-21.44098091,27.42097092,18.55530548,30.75248718,-13.87092304,33.31008148,-27.9131546,26.41115761,-13.91024208,15.66555595,-10.6913662,15.18634796,-8.874704361,16.36437988,-9.245025635,12.31801987,-10.59618282,13.67610264,-0.878968477,10.14512825,-12.51742363,12.48388577,0.031197531,0.019538917,0.136673177,0.080991291,1927.223583,805.84171,1667.223436,331.9369268,3542.083333,1415.691622,249.4085444,23.63705694,0.746666667
03-01-03-02-02-01-07,7,data/raw/Actor_07/03-01-03-02-02-01-07.wav,happy,train,4.037,-375.8261108,140.5223236,71.56030273,41.47482681,-33.03034973,46.61358261,23.46630096,27.75645256,-13.92158222,37.67071915,-22.03463936,25.372612,-15.70574856,21.68345261,-19.56950569,16.50647926,-1.497431159,15.50025272,-10.89405441,11.31658936,-9.144450188,13.41500473,1.087773919,10.28583908,-13.26402569,11.90006924,0.020259337,0.012171619,0.136702653,0.143767014,1767.142819,1110.926321,1497.456321,416.5390639,3130.236951,1725.848562,204.9961696,48.71176905,0.692307692
03-01-03-02-02-02-07,7,data/raw/Actor_07/03-01-03-02-02-02-07.wav,happy,train,3.837,-309.1511536,114.5698395,59.00136566,47.32701492,-24.89001656,36.4475975,13.17078686,31.45063019,-5.726081371,39.415802,-31.57385826,22.79529381,-17.21948624,19.04437065,-11.81123543,17.54330063,-10.62282753,14.9604969,-7.927817822,11.85707283,-16.21712494,13.54978085,2.934574604,9.65929985,-18.48463631,14.58889198,0.037419207,0.0240655,0.162102686,0.160432566,1969.578471,1168.577159,1629.917344,385.9808922,3468.107877,1664.644356,259.2912954,15.29875246,0.698630137
03-01-04-01-01-01-07,7,data/raw/Actor_07/03-01-04-01-01-01-07.wav,sad,train,3.537,-539.3460693,77.61508179,98.39645386,60.54806519,-6.285123348,32.2231102,25.59321213,28.75559235,-5.689405441,31.41838455,-8.780143738,17.99719238,-21.0100441,18.67554855,-16.4448185,12.39401436,-9.865808487,11.2436924,-10.86214161,9.764109612,-11.83400154,10.8349371,0.486697376,9.530123711,-10.57841301,9.907086372,0.003277866,0.001762703,0.110794633,0.085379243,1581.130362,1013.684866,1483.708256,479.7704358,2932.436343,1702.3458,146.163564,18.0403201,0.944444444
03-01-04-01-01-02-07,7,data/raw/Actor_07/03-01-04-01-01-02-07.wav,sad,train,3.604,-527.5596924,90.53090668,109.6798935,52.97132492,-3.783290148,32.20372009,37.5879097,31.79667854,-5.02029562,31.15574074,-7.31269455,12.87697029,-16.05455971,17.48805618,-16.21938515,14.4360075,-5.885390759,11.4311676,-11.23401737,7.577137947,-3.360416174,15.34354305,4.417586327,9.232502937,-12.26450729,9.528773308,0.003554008,0.002186905,0.107120028,0.066607296,1513.693397,884.6453155,1462.595052,479.8247334,2938.920455,1614.792632,114.8816446,12.52893738,0.763636364
03-01-04-01-02-01-07,7,data/raw/Actor_07/03-01-04-01-02-01-07.wav,sad,train,3.537,-523.2091675,78.30265045,109.5947952,58.43852234,0.517342985,29.40561867,20.96029663,29.59254265,-3.872726202,26.58304787,-7.046944618,14.10688877,-26.25455093,17.56148148,-17.19180679,11.70252132,-5.644641399,12.36389256,-11.76869392,12.87345409,-10.67702198,10.7759552,3.663122892,7.711708546,-15.85565948,11.6091032,0.003451606,0.002003435,0.127702985,0.139759091,1606.984043,1171.370882,1468.955303,469.3261178,2908.342634,1831.906605,132.5843454,20.60280512,0.75
03-01-04-01-02-02-07,7,data/raw/Actor_07/03-01-04-01-02-02-07.wav,sad,train,3.871,-437.6691895,79.91818237,97.99105072,59.03987503,-14.73620987,39.39406204,28.90211868,34.410923,-16.4778862,33.58549118,-15.17104149,18.4859066,-21.60268402,16.54968071,-23.27078056,12.66201115,-9.009776115,10.40894318,-12.36310768,11.12558937,-1.756958604,12.41532707,1.726314783,9.291627884,-20.27874947,12.58813667,0.007501552,0.003215288,0.144448618,0.149531056,1751.908384,1166.683747,1473.240227,422.6047897,3203.245192,1638.833438,149.2957712,16.30609875,0.723076923
03-01-04-02-01-01-07,7,data/raw/Actor_07/03-01-04-02-01-01-07.wav,sad,train,3.937,-502.1401367,118.862915,81.95088959,60.61025238,-17.14637375,32.27949142,27.15016556,26.05600166,-8.304366112,31.08360863,-32.18600464,25.98415756,-15.41023636,14.25670338,-22.1875248,18.43584061,-19.20629501,13.41778946,-12.76312447,9.491323471,-12.76770592,15.23142338,-2.554653406,10.81378651,-16.97111702,11.70446205,0.005726425,0.004915142,0.167622627,0.120886595,1918.800594,1018.925421,1575.686468,470.3536719,3533.425633,1789.557082,199.6552478,17.12793443,0.202531646
03-01-04-02-01-02-07,7,data/raw/Actor_07/03-01-04-02-01-02-07.wav,sad,train,3.837,-528.0653076,134.1742249,76.35124969,54.16670227,-4.025313854,30.64355087,23.34135246,26.42777824,-4.161738873,32.14311981,-19.9105854,28.41491127,-11.1275568,18.85152435,-13.93741035,16.21238136,-8.933635712,12.70417309,-7.412872791,9.671525955,-13.62185097,13.84120274,2.51395154,10.86933899,-11.4098444,11.69791794,0.005886072,0.004907891,0.106163194,0.115725197,1525.952768,1092.336851,1538.390106,355.6439869,2802.864583,1678.192184,199.8618598,33.6335047,0.544444444
03-01-04-02-02-01-07,7,data/raw/Actor_07/03-01-04-02-02-01-07.wav,sad,train,3.637,-488.0785522,117.28508,65.89039612,59.66742706,-0.823796749,28.59516144,14.19857788,24.31500816,1.167205572,27.86750793,-16.78548241,26.03423691,-21.05174446,17.49638939,-14.03313065,15.33667946,-14.70488167,10.96098328,-10.89415359,8.591754913,-12.01323986,13.86438465,2.125950813,11.67265606,-13.49988556,13.87298393,0.009040261,0.008845601,0.154947917,0.159477654,1900.205137,1291.648614,1687.726616,447.8568737,3527.80878,2022.806595,174.1162297,41.36759537,0.44047619
03-01-04-02-02-02-07,7,data/raw/Actor_07/03-01-04-02-02-02-07.wav,sad,train,3.837,-428.2139587,71.98458862,85.84919739,62.92867661,-14.24455738,38.80366898,22.54121208,35.85680771,-2.580065012,32.63842392,-35.51476288,22.36953163,-21.33403587,18.5544529,-28.25449562,17.55400085,-18.85554504,9.902622223,-8.623691559,9.697947502,-21.00488853,13.05860996,1.982287407,9.832165718,-20.59291267,9.165773392,0.010227106,0.006169704,0.156862289,0.178333835,1872.919857,1400.32064,1474.242406,429.3260632,3225.818452,1814.339256,170.083524,24.63107543,0.80952381
03-01-05-01-01-01-07,7,data/raw/Actor_07/03-01-05-01-01-01-07.wav,angry,train,4.004,-313.7980347,86.09455109,71.02072144,53.59721756,-22.30120277,35.30986404,28.98740005,35.1400032,-20.80669785,30.34603119,-8.76803875,21.86807442,-16.71207619,21.61675835,-20.0738163,13.70467091,-1.625311136,19.68378067,-4.410256863,12.95122528,-10.71521473,12.09115219,11.96978951,11.02915192,-18.71540642,11.5212965,0.024636751,0.014069925,0.136848001,0.070674667,2008.28932,890.9086518,1613.065028,366.969189,3722.426471,1404.52462,196.5265812,28.12937071,0.794117647
03-01-05-01-01-02-07,7,data/raw/Actor_07/03-01-05-01-01-02-07.wav,angry,train,3.971,-248.1092529,83.58514404,56.99929047,45.60679245,-29.39374161,37.70544434,26.49392891,35.51489639,-23.27400017,27.02118874,-19.83237267,24.32785034,-11.48340797,19.4052372,-15.11151314,13.2201395,-1.650492907,16.40035439,-6.03440237,13.35627174,-8.634866714,10.05012989,5.720882416,9.962651253,-16.49794769,12.33776093,0.055121213,0.034047723,0.145213408,0.05562179,2040.517148,750.9434487,1628.320991,385.2019869,3744.485294,1292.796966,289.5546517,102.0832837,0.838235294
03-01-05-01-02-01-07,7,data/raw/Actor_07/03-01-05-01-02-01-07.wav,angry,train,4.004,-426.1633911,89.41188812,83.6581955,67.20272064,-1.741602421,40.35043335,27.93829346,35.91905594,-10.82496929,36.92198563,-8.762817383,20.25131798,-18.89860344,18.62433052,-17.32613754,12.27305794,-3.431630135,12.52107716,-8.091908455,12.32179165,-6.519282818,10.79324436,10.69303036,9.194666862,-17.26968193,12.22536469,0.00825327,0.005828208,0.174653895,0.190490589,2052.972085,1401.416193,1561.733233,384.9317173,3724.954044,1735.013275,116.3336846,22.22380254,0.544117647
03-01-05-01-02-02-07,7,data/raw/Actor_07/03-01-05-01-02-02-07.wav,angry,train,4.004,-338.3569641,84.48950958,77.54933929,59.14000702,-7.626284599,39.13493729,25.98974037,39.52661133,-22.8875351,36.85018921,-13.195261,19.4563694,-22.60207558,18.0372963,-13.96174908,12.81886673,-5.992144585,15.28110981,-9.428915024,11.43694496,-4.241391659,11.01026249,1.753197789,10.41143227,-16.00780869,9.180366516,0.020170851,0.013197441,0.156630572,0.160733202,1964.780765,1211.285779,1537.305416,388.513054,3481.847426,1649.525294,152.3766199,39.34283936,0.485294118
03-01-05-02-01-01-07,7,data/raw/Actor_07/03-01-05-02-01-01-07.wav,angry,train,3.604,-220.5476837,87.18453217,67.69709015,45.63707352,-22.24408913,36.33895111,31.51614952,36.04652023,-12.85224247,25.54943275,-25.52368927,24.73435974,-5.775683403,18.13914871,-13.58556747,15.53974628,-3.731900215,13.92389393,-3.540325403,9.183202744,-9.310328484,9.418579102,7.535754204,9.297515869,-14.51403046,11.65494823,0.049609691,0.030812394,0.147153501,0.052691348,2032.762004,742.4151379,1655.190089,357.3156483,3671.585648,1240.394557,0,0,0
03-01-05-02-01-02-07,7,data/raw/Actor_07/03-01-05-02-01-02-07.wav,angry,train,4.004,-196.7350922,96.56946564,48.87352753,43.7385025,-27.43083382,40.71503448,28.7206459,33.45679855,-20.52577591,33.71324158,-27.46103859,27.55916405,-0.868056595,16.13966751,-14.36693478,16.28235626,-3.809882164,13.45128155,-4.54863739,10.71923256,-9.001857758,10.06183624,4.083465576,6.754607201,-12.34366035,10.8371048,0.086365692,0.070177808,0.16652577,0.077703927,2209.816712,809.4929301,1694.64044,390.7147396,3870.452425,1302.658715,280.9627849,75.46252692,0.567164179
